ID	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna
PSCT_01212	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01213	1	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01214	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01215	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01216	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01217	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01218	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01219	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01220	1	1	1	0	1	1	1	0	1	0	1	0	0
PSCT_01221	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01222	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01223	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01224	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01225	0	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_01226	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01227	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01228	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01229	1	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01230	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01231	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01232	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01233	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01234	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01235	1	1	1	1	0	1	1	1	1	1	0	1	1
PSCT_01236	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01237	0	1	1	0	1	1	1	0	1	0	0	0	0
PSCT_01238	0	1	1	1	0	0	0	0	1	0	0	0	0
PSCT_01239	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01240	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01241	1	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01242	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01243	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01244	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01245	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01246	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01247	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01248	0	2	0	1	0	0	0	0	2	0	0	0	0
PSCT_01249	0	1	0	1	0	0	0	0	1	0	0	0	0
PSCT_01250	0	3	0	1	0	3	0	0	1	0	1	3	0
PSCT_01251	0	1	0	1	0	0	0	0	1	0	0	0	0
PSCT_01252	0	1	1	1	0	1	1	1	1	0	0	0	1
PSCT_01253	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01254	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01255	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01256	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01257	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01258	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01259	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01260	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01261	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01262	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01263	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01264	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01265	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01266	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01267	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01268	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01269	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01270	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01271	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01272	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01273	0	0	0	1	0	0	0	0	1	0	0	0	0
PSCT_01274	0	1	0	1	1	1	1	1	1	1	0	1	0
PSCT_01275	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01276	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01277	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01278	0	1	1	0	1	1	1	1	1	1	0	0	0
PSCT_01279	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01280	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01281	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01282	1	1	1	1	1	1	0	1	1	0	0	0	1
PSCT_01283	1	1	1	1	1	1	0	1	1	0	0	0	1
PSCT_01284	1	1	1	1	1	1	0	1	1	0	0	0	1
PSCT_01285	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01286	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01287	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01288	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01289	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01290	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01291	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01292	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01293	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01294	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01295	0	1	1	0	1	1	0	0	1	0	0	0	1
PSCT_01296	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01297	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01298	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01299	0	1	0	1	0	0	0	0	1	1	0	0	1
PSCT_01300	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01301	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01302	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01303	3	2	1	1	2	2	1	1	1	1	0	0	1
PSCT_01304	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01305	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_01306	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01307	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01308	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01309	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01310	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01311	1	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_01312	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01313	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01314	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01315	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01316	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01317	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01318	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01319	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01320	1	1	1	1	1	0	0	1	1	0	0	0	0
PSCT_01321	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01322	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01323	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01324	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01325	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01326	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01327	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01328	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01329	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01330	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01331	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01332	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_01333	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01334	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01335	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01336	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01337	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01338	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01339	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01340	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01341	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01342	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01343	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01344	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01345	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01346	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01347	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01348	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01349	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01350	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01351	0	1	1	1	1	0	1	1	1	0	0	0	1
PSCT_01352	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01353	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01354	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01355	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01356	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01357	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01358	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01359	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01360	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01361	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01362	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01363	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01364	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01365	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01366	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01367	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01368	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_01369	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01371	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01372	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01373	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01374	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01375	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01376	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01377	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01378	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01379	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01380	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01382	1	1	1	0	1	1	1	1	1	1	1	1	1
PSCT_01383	0	1	1	1	1	0	1	1	1	0	0	0	0
PSCT_01384	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01385	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01386	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01387	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01388	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01389	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01390	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01391	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01392	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01393	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01394	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01395	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01398	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01399	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01400	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01401	1	1	0	1	1	1	1	1	1	1	1	1	1
PSCT_01402	0	1	1	1	1	1	1	1	1	1	1	0	0
PSCT_01403	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01404	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01405	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01406	0	1	1	1	1	1	1	1	1	1	1	0	0
PSCT_01407	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01408	0	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01409	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01410	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01411	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01412	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01413	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01414	0	1	0	1	1	1	0	1	1	0	0	0	1
PSCT_01415	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01416	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01417	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01418	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01419	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01420	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01421	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01422	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01423	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01424	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01425	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01426	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01427	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01428	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01429	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01430	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01431	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01432	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01433	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01434	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01435	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01436	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01437	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01438	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01439	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01440	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01441	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01442	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01443	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01444	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01445	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01446	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01447	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01448	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01449	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01450	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01451	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01452	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01453	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01454	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01455	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01456	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01457	0	2	0	1	0	0	0	0	2	0	0	0	1
PSCT_01458	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01459	0	1	0	1	0	0	0	1	1	0	0	0	0
PSCT_01460	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01461	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01462	1	2	2	2	2	2	2	2	2	1	1	3	2
PSCT_01463	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01464	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01465	0	1	1	1	0	0	1	1	1	0	0	0	1
PSCT_01466	1	1	1	1	0	0	1	1	1	0	0	2	1
PSCT_01467	0	1	1	1	0	0	1	1	1	0	0	0	1
PSCT_01468	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01469	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01470	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01471	1	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01472	1	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01473	1	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01474	1	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01475	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01476	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01477	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01478	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01479	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01480	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01481	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01482	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01483	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01484	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01485	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01486	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01487	0	1	0	1	0	1	1	0	1	0	0	1	1
PSCT_01488	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01489	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_01490	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01491	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01492	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01493	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01494	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01495	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01496	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01497	1	1	1	1	1	0	1	1	1	1	1	1	1
PSCT_01498	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01499	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01500	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01501	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01502	1	1	0	1	1	1	1	1	1	1	0	1	1
PSCT_01503	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01504	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01505	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01506	0	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_01507	1	1	1	1	1	1	1	1	1	1	1	0	1
PSCT_01508	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01509	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01510	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01511	1	1	1	0	1	1	1	1	1	1	0	1	1
PSCT_01512	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01513	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01514	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01515	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01516	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01517	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01518	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01519	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01520	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01521	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01522	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01523	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01524	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01525	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01526	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01527	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01528	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01529	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01530	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01531	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01532	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01533	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01534	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01535	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01536	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01537	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01538	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01539	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01540	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01541	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01542	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01543	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01544	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01545	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01546	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01547	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01548	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01549	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01550	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01551	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01552	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01553	1	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_01554	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01555	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01556	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01557	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01558	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01559	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01560	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01561	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01562	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01563	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01564	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01565	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01566	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01567	0	1	1	1	1	1	1	1	1	0	1	0	0
PSCT_01568	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01569	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01570	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01571	1	1	1	1	1	1	1	1	2	1	1	1	2
PSCT_01572	1	1	1	1	1	1	1	1	2	1	1	1	2
PSCT_01573	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01574	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_01575	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01576	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01577	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01578	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01579	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01580	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01581	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01582	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01583	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01584	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01585	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01586	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01587	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01588	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01589	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01590	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01591	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01592	0	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_01593	0	1	0	1	0	0	0	1	1	0	0	0	0
PSCT_01594	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01595	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01596	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01597	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01598	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01599	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01600	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01601	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01602	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01603	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01604	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01605	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01606	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01607	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01608	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01609	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01610	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01611	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01612	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01613	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01614	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01615	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01616	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01617	0	1	1	1	1	1	1	1	1	0	0	0	0
